nthreads, ntasks, speedup
1, 1, 0.9520731857067961
1, 2, 0.9871723371360632
1, 3, 1.026491764287885
1, 4, 1.0783928512459455
1, 5, 1.0187520326294368
1, 6, 1.0015246904341142
1, 7, 0.9881081438565048
1, 8, 1.1210890505159488
1, 9, 1.0155472504729386
1, 10, 1.0117513329344205
1, 11, 0.9272503549501218
1, 12, 1.0179610434495618
1, 13, 0.9966719733804796
1, 14, 0.9365026281044798
1, 15, 1.034026264612029
1, 16, 1.1258753148346452
1, 17, 0.9221438382655476
1, 18, 0.8732308363749326
1, 19, 0.9276040705448313
1, 20, 1.0155669185849678
1, 30, 0.956966430529141
1, 40, 1.0603960791144436
1, 50, 0.9998533729563523
1, 60, 0.9738987230440257
1, 70, 0.9518641311664048
1, 80, 0.8854098023328453
1, 90, 0.9972115351539433
1, 100, 0.9883603089952883
1, 150, 0.9489315704735355
1, 200, 1.0033901427946126
1, 250, 0.9342923273500805
1, 300, 0.9347454124191793
1, 350, 1.071637064793856
1, 400, 0.9360576204345065
1, 450, 1.0390472868904839
1, 500, 0.9452522273314696
2, 1, 0.9397109254160609
2, 2, 1.3614769233919246
2, 3, 1.6695538778041084
2, 4, 1.5229521281432894
2, 5, 1.6220718014686377
2, 6, 2.089342494665707
2, 7, 2.3662491020058805
2, 8, 2.1600940110850457
2, 9, 1.696111294381768
2, 10, 2.1720443503071096
2, 11, 1.561193455640133
2, 12, 2.4488172544500597
2, 13, 1.6153497148693436
2, 14, 2.369317975543363
2, 15, 1.617860014967695
2, 16, 2.161143294112874
2, 17, 1.4440757543887923
2, 18, 2.3910450458628936
2, 19, 1.7400185435406408
2, 20, 2.38127341243745
2, 30, 1.6248737360855154
2, 40, 1.7409254905290226
2, 50, 1.7819476594204688
2, 60, 2.427784552811771
2, 70, 2.2999738377796497
2, 80, 2.546486395345784
2, 90, 2.309368542270891
2, 100, 1.8445073474544649
2, 150, 2.2236685702560557
2, 200, 2.3533862593907737
2, 250, 2.443396401347272
2, 300, 1.577807958726102
2, 350, 2.2743385323819263
2, 400, 2.329160136683087
2, 450, 1.7589647224670641
2, 500, 2.501087200376276
3, 1, 1.017687627497673
3, 2, 1.4043134083333881
3, 3, 1.8721937246801894
3, 4, 1.9445005364107146
3, 5, 3.178279295670148
3, 6, 2.504781705140698
3, 7, 2.2001745477660073
3, 8, 1.7392713674501221
3, 9, 2.8943970371520806
3, 10, 2.410544445610474
3, 11, 2.6024842661649643
3, 12, 2.510537500802094
3, 13, 2.8821644997105507
3, 14, 3.4234260528316818
3, 15, 2.475147431788537
3, 16, 2.8228928286295814
3, 17, 2.283281925183758
3, 18, 2.1684594749309416
3, 19, 3.126663212637135
3, 20, 2.7551732557009516
3, 30, 3.6103287870568948
3, 40, 2.670209415447141
3, 50, 3.5625650426392466
3, 60, 3.2974540309870064
3, 70, 3.4371871709387736
3, 80, 2.7048576730401015
3, 90, 2.6930653645906806
3, 100, 2.542728221924731
3, 150, 3.268158113974949
3, 200, 3.391778595311401
3, 250, 3.5679602781157778
3, 300, 3.5017778423959243
3, 350, 3.540727321198345
3, 400, 3.665523237394728
3, 450, 3.7222176547653514
3, 500, 3.5411599933653344
4, 1, 1.0370615192518915
4, 2, 1.574471647568479
4, 3, 2.383569805576181
4, 4, 2.4590691751427403
4, 5, 3.2249800166645666
4, 6, 3.5870816307567726
4, 7, 2.8681000111431714
4, 8, 2.4288059193824134
4, 9, 2.7100010333303453
4, 10, 2.650602525810861
4, 11, 3.60034202206554
4, 12, 3.0270404708479672
4, 13, 3.4615048337191587
4, 14, 3.209640881463326
4, 15, 3.9547725517273506
4, 16, 3.916734040051481
4, 17, 3.7958986471623155
4, 18, 3.9277310482876575
4, 19, 3.628360452152607
4, 20, 2.9318977368027292
4, 30, 3.6991577687815878
4, 40, 3.644509445228144
4, 50, 4.391187573278163
4, 60, 3.960229420259972
4, 70, 4.371916516408854
4, 80, 4.496962959942092
4, 90, 3.246442797707379
4, 100, 4.312001682125952
4, 150, 4.431537307411199
4, 200, 3.9192740916904416
4, 250, 3.30174388750973
4, 300, 3.843522614130945
4, 350, 4.439346347943726
4, 400, 4.461074757006005
4, 450, 4.314773470732519
4, 500, 4.225598756408906
5, 1, 0.9601424566735922
5, 2, 1.7510514833997444
5, 3, 2.6324089497443532
5, 4, 3.3506570867217556
5, 5, 3.760742790849413
5, 6, 3.1103479578082798
5, 7, 3.327732810792562
5, 8, 3.0157689506086163
5, 9, 3.7687987358200172
5, 10, 4.038936262891687
5, 11, 3.9822548559986646
5, 12, 4.234520289511438
5, 13, 3.330158364228794
5, 14, 3.7342993237022077
5, 15, 3.191257909889404
5, 16, 3.451961919107565
5, 17, 4.247979237324934
5, 18, 3.9325221084492967
5, 19, 4.422197188369929
5, 20, 3.8921920205425864
5, 30, 4.760094507151474
5, 40, 5.202425042360316
5, 50, 5.4330063797139525
5, 60, 5.345628460937536
5, 70, 4.658977565604044
5, 80, 5.22203850389797
5, 90, 4.412215754781731
5, 100, 5.227164706819722
5, 150, 5.730061626217681
5, 200, 5.55959189228862
5, 250, 5.153418142024014
5, 300, 4.79975359119582
5, 350, 5.215620028742769
5, 400, 5.265562835798166
5, 450, 4.413459476165576
5, 500, 5.714553961392542
6, 1, 1.0096674311758902
6, 2, 1.8952790005143034
6, 3, 2.542644423159389
6, 4, 3.2700049607440485
6, 5, 3.3935592266138266
6, 6, 3.688957845914465
6, 7, 3.5532724375884666
6, 8, 3.3889130177251197
6, 9, 3.9464119071475263
6, 10, 3.3096706689189457
6, 11, 4.241157527576124
6, 12, 4.426055509328701
6, 13, 4.147458410557986
6, 14, 4.554240271510314
6, 15, 5.160315589640316
6, 16, 4.463985983640373
6, 17, 4.202100136982446
6, 18, 5.082161186631452
6, 19, 4.275187541205294
6, 20, 4.611903754996318
6, 30, 5.069206904476685
6, 40, 5.9160134968666265
6, 50, 6.18112433401271
6, 60, 6.113778835041759
6, 70, 5.839458287378253
6, 80, 6.08660255789779
6, 90, 6.37052205039208
6, 100, 5.076925792927412
6, 150, 5.978573307455019
6, 200, 6.190099874243683
6, 250, 6.386859924008358
6, 300, 6.182472158242489
6, 350, 5.761065208031249
6, 400, 6.5540918161422494
6, 450, 6.1502658362987805
6, 500, 6.644019200310018
7, 1, 0.9333399065901767
7, 2, 1.7532086813505303
7, 3, 2.4657433976513126
7, 4, 3.1341601981111435
7, 5, 3.789868407133571
7, 6, 4.366490133419467
7, 7, 5.066547829420584
7, 8, 4.842592271914435
7, 9, 4.33094756732862
7, 10, 3.81135385314977
7, 11, 4.305050607739393
7, 12, 4.551891740609345
7, 13, 4.652337649843735
7, 14, 5.077808946170335
7, 15, 4.7350260258159445
7, 16, 5.54844362493844
7, 17, 5.273589107675746
7, 18, 4.034720871556836
7, 19, 4.831701189893961
7, 20, 5.48875369379286
7, 30, 5.470265937830797
7, 40, 6.033650174608928
7, 50, 3.985257482321646
7, 60, 6.398324256668443
7, 70, 4.455652495430855
7, 80, 5.148143452426928
7, 90, 4.527347811889626
7, 100, 4.521703950979646
7, 150, 4.592712119656248
7, 200, 4.337566154397493
7, 250, 4.461346915633741
7, 300, 4.234140857036844
7, 350, 4.347211094087183
7, 400, 4.04098420420218
7, 450, 4.939923736166041
7, 500, 4.725922110815166
8, 1, 0.926728941733019
8, 2, 1.748287098525002
8, 3, 1.7062010706760407
8, 4, 2.3665567789919093
8, 5, 5.319301929102746
8, 6, 3.25249027401541
8, 7, 4.000677972972056
8, 8, 4.978275248114624
8, 9, 4.201163435390482
8, 10, 3.5154835650594256
8, 11, 6.851853921510623
8, 12, 5.990865006234284
8, 13, 4.7027876794378525
8, 14, 4.614727327487698
8, 15, 4.484940856869895
8, 16, 4.591135862985492
8, 17, 4.721658516010302
8, 18, 4.304265954009393
8, 19, 4.4246671062963765
8, 20, 4.762989545766543
8, 30, 7.749964134427755
8, 40, 6.19823267632274
8, 50, 6.954896516827186
8, 60, 7.000581477649236
8, 70, 7.759915385188563
8, 80, 7.841785550878169
8, 90, 8.215588482668108
8, 100, 7.228184287199025
8, 150, 7.4484642424618706
8, 200, 7.718464380649674
8, 250, 7.424150605811261
8, 300, 7.658724516358102
8, 350, 8.015314218720988
8, 400, 8.551633388515132
8, 450, 7.1084261521640935
8, 500, 6.572913433235319
9, 1, 0.9717701765239068
9, 2, 1.5821023676153552
9, 3, 2.707434092687748
9, 4, 2.906617671903125
9, 5, 3.5808369478120636
9, 6, 4.406147546131275
9, 7, 4.34847137129481
9, 8, 5.569050443083178
9, 9, 5.358638635888413
9, 10, 5.880952178377796
9, 11, 4.182158703346508
9, 12, 4.858264227927146
9, 13, 5.81439383764985
9, 14, 4.9066461701520785
9, 15, 6.506182629036223
9, 16, 4.997339918539786
9, 17, 5.648252795050509
9, 18, 5.691409967289231
9, 19, 5.917903779807743
9, 20, 5.908996976109185
9, 30, 7.018726486043304
9, 40, 7.129981874372027
9, 50, 6.212628579130655
9, 60, 8.53286147284029
9, 70, 8.889785060802256
9, 80, 8.297091109033664
9, 90, 9.030560795130965
9, 100, 8.453298702680659
9, 150, 8.418740563257899
9, 200, 9.301383962751249
9, 250, 9.11309354577967
9, 300, 8.909581391082186
9, 350, 8.966231315875374
9, 400, 8.254641404134631
9, 450, 8.442957923443235
9, 500, 8.942287941237192
10, 1, 0.9085394887701141
10, 2, 1.811854018583999
10, 3, 2.397475869346115
10, 4, 3.137493286374944
10, 5, 2.9906688473905993
10, 6, 5.859656514545349
10, 7, 6.875131857223731
10, 8, 7.725013304717204
10, 9, 8.538355636813895
10, 10, 9.394120234249174
10, 11, 5.540711996035764
10, 12, 6.094400157237114
10, 13, 6.515688986865469
10, 14, 6.98004268610075
10, 15, 7.3641641197322
10, 16, 7.588598641363726
10, 17, 5.175090808840068
10, 18, 4.542132934625784
10, 19, 4.635680976632196
10, 20, 5.5565758428211645
10, 30, 5.516053449766741
10, 40, 5.702579856686286
10, 50, 6.052647599394884
10, 60, 5.250462149047839
10, 70, 6.4599771164211335
10, 80, 6.497139282910213
10, 90, 5.286781312098771
10, 100, 5.486485449342031
10, 150, 6.166301892208748
10, 200, 6.31737562931561
10, 250, 5.908608710518576
10, 300, 6.400609357915704
10, 350, 5.017391623267504
10, 400, 6.201943785430761
10, 450, 11.88704116701959
10, 500, 5.995428664073778
11, 1, 1.1170130514120646
11, 2, 1.5328966536914925
11, 3, 3.7452613494922677
11, 4, 3.900170994466793
11, 5, 4.733358441038439
11, 6, 5.924716835114609
11, 7, 3.268494367007514
11, 8, 4.466818511555894
11, 9, 5.140373858954936
11, 10, 5.755114901297297
11, 11, 6.016126249121383
11, 12, 6.497262518951076
11, 13, 6.5768442208611395
11, 14, 7.427019191598914
11, 15, 7.483834941381836
11, 16, 8.143063002079831
11, 17, 8.48807436888308
11, 18, 8.894050766786343
11, 19, 9.479115686361194
11, 20, 10.028128191416032
11, 30, 10.13924713278688
11, 40, 9.78613715314844
11, 50, 10.280362524746954
11, 60, 9.95376825763702
11, 70, 10.065875684260176
11, 80, 10.101773857592239
11, 90, 10.167320104916728
11, 100, 10.2927152026277
11, 150, 10.301879439200803
11, 200, 10.731780297205603
11, 250, 10.839892629908784
11, 300, 10.634123983359789
11, 350, 10.581330093501641
11, 400, 10.483436044702524
11, 450, 10.74608543435551
11, 500, 10.91935863196899
12, 1, 1.0007170202484748
12, 2, 1.9335850346230243
12, 3, 2.9829916647216668
12, 4, 3.948394242733899
12, 5, 5.003672281552161
12, 6, 6.099804583523028
12, 7, 6.628654401929901
12, 8, 8.097917169841773
12, 9, 8.217500648974486
12, 10, 9.30688160511383
12, 11, 10.898143293559935
12, 12, 10.581766213484787
12, 13, 6.768126194195232
12, 14, 7.392448596944112
12, 15, 7.793773113746435
12, 16, 8.136384658089439
12, 17, 8.795972252415835
12, 18, 9.05069599020566
12, 19, 9.359112545204182
12, 20, 10.19116596906976
12, 30, 10.204992176770325
12, 40, 10.266564983202676
12, 50, 10.364698332477518
12, 60, 10.587539153418613
12, 70, 10.444178017626683
12, 80, 11.436078004279967
12, 90, 11.043518967443124
12, 100, 11.551423419087872
12, 150, 11.682198660694077
12, 200, 10.777225527822111
12, 250, 11.529481181737234
12, 300, 11.295548563977073
12, 350, 11.666442592058615
12, 400, 11.43878098117618
12, 450, 11.64141698960393
12, 500, 12.27337599535926
13, 1, 0.9829277685009258
13, 2, 1.9712180346450792
13, 3, 2.94039410839888
13, 4, 3.828809518771521
13, 5, 5.038465059521269
13, 6, 5.704246436467654
13, 7, 6.425743279136386
13, 8, 7.990416921983835
13, 9, 8.592878429341193
13, 10, 8.568085236915493
13, 11, 10.031623017239777
13, 12, 10.042030990949463
13, 13, 10.926850450361444
13, 14, 7.310408459017492
13, 15, 7.97538120491254
13, 16, 8.480861373422009
13, 17, 8.910493367333048
13, 18, 8.58368799241148
13, 19, 9.460181412153995
13, 20, 10.124034892023607
13, 30, 10.269162124474173
13, 40, 10.258919218524545
13, 50, 11.61358659836758
13, 60, 11.728753130779864
13, 70, 11.453127429185697
13, 80, 11.555171933650126
13, 90, 11.33013594374761
13, 100, 11.126280607550003
13, 150, 12.460628889965635
13, 200, 12.416571303396248
13, 250, 12.460092110260147
13, 300, 12.028267189018857
13, 350, 11.531807340612268
13, 400, 12.220410947163638
13, 450, 12.45870723252657
13, 500, 12.600655480896396
14, 1, 1.0534594363217689
14, 2, 2.0817390602040056
14, 3, 2.8020330708843173
14, 4, 3.737084923681747
14, 5, 4.823225361536416
14, 6, 5.534516083962997
14, 7, 6.2491426606185625
14, 8, 7.11770587362156
14, 9, 8.839703103190597
14, 10, 8.223122538157904
14, 11, 9.786331715159767
14, 12, 10.337944717245607
14, 13, 9.544277705176855
14, 14, 10.815114597822832
14, 15, 7.950350332347634
14, 16, 8.402247312451092
14, 17, 9.053791925208454
14, 18, 9.028705530432235
14, 19, 9.135441631343575
14, 20, 9.809870163640396
14, 30, 10.053881566849245
14, 40, 11.553873282600899
14, 50, 11.899499855246876
14, 60, 12.576298813376846
14, 70, 12.206506565565004
14, 80, 12.486727986207846
14, 90, 13.113504444923
14, 100, 12.245451637558407
14, 150, 12.370750432671192
14, 200, 12.96663597911133
14, 250, 12.56874769144838
14, 300, 13.99189709015449
14, 350, 12.621665452505166
14, 400, 13.71199479903465
14, 450, 12.865371130312733
14, 500, 13.05788750089525
15, 1, 0.9811088414623305
15, 2, 1.443326560905447
15, 3, 2.360819170667488
15, 4, 2.3698992054181605
15, 5, 3.132403403487799
15, 6, 3.5749934873734666
15, 7, 3.7230232683231814
15, 8, 4.365016364722577
15, 9, 4.8207234298803225
15, 10, 5.472299638919478
15, 11, 5.706283121281342
15, 12, 5.592010945245165
15, 13, 5.924608219215857
15, 14, 7.463097627196118
15, 15, 9.636254251633368
15, 16, 7.150650025874238
15, 17, 7.832733173020962
15, 18, 7.93015555038095
15, 19, 7.90785082849838
15, 20, 8.55180774316321
15, 30, 8.081362371866652
15, 40, 11.803681744520397
15, 50, 10.803143210281956
15, 60, 9.695766246541464
15, 70, 11.838309785094681
15, 80, 12.428708822400564
15, 90, 10.431477327632676
15, 100, 10.643660949456844
15, 150, 10.749242724332422
15, 200, 11.921324281010872
15, 250, 11.171087247653348
15, 300, 12.577640451181308
15, 350, 12.724355700289259
15, 400, 11.984853630465807
15, 450, 13.372266008166115
15, 500, 10.819759404226952
16, 1, 0.9893832990346209
16, 2, 1.4712273482597151
16, 3, 2.5153388210400203
16, 4, 2.917852310053048
16, 5, 3.3725175393934435
16, 6, 4.312053679738392
16, 7, 4.271739078706523
16, 8, 4.425430209392675
16, 9, 4.527987980999525
16, 10, 5.838242430339776
16, 11, 5.758953056670636
16, 12, 6.059162130703016
16, 13, 7.4234213671448535
16, 14, 8.26342993513213
16, 15, 7.5166978666378395
16, 16, 9.36366736451564
16, 17, 6.8675919233931415
16, 18, 7.257315285807954
16, 19, 7.582745272729129
16, 20, 8.217270776860499
16, 30, 9.171096962683036
16, 40, 11.023120277115389
16, 50, 9.3205388894482
16, 60, 10.905812853284068
16, 70, 11.724104893800762
16, 80, 12.61753609036602
16, 90, 10.790469594681884
16, 100, 11.09486635434918
16, 150, 12.339595518537845
16, 200, 11.491666981554054
16, 250, 14.93328558101257
16, 300, 12.589372699911912
16, 350, 11.883433497878338
16, 400, 14.878113319814151
16, 450, 13.83167058086054
16, 500, 15.000657742861918
17, 1, 0.9855289329083432
17, 2, 1.7027133728330157
17, 3, 2.1181692486916424
17, 4, 2.7532851165847467
17, 5, 2.935201392313033
17, 6, 3.601724468989559
17, 7, 3.779897689585431
17, 8, 4.8721401025025415
17, 9, 5.017517698191768
17, 10, 5.91511515628296
17, 11, 6.4488283785536336
17, 12, 5.750997632819233
17, 13, 5.9566957877621425
17, 14, 7.6861553942054925
17, 15, 7.762770078369372
17, 16, 7.04954077839601
17, 17, 7.664578363812305
17, 18, 8.139007907641941
17, 19, 9.246258794735791
17, 20, 7.928130824355561
17, 30, 13.075409792382745
17, 40, 9.451270353488951
17, 50, 12.700149535172699
17, 60, 11.680322328485168
17, 70, 12.175492016747658
17, 80, 11.979748788170165
17, 90, 11.016499056307332
17, 100, 13.074536538435982
17, 150, 16.59976489169788
17, 200, 14.985514548849991
17, 250, 11.920283423875336
17, 300, 13.466111128377444
17, 350, 14.895447579209524
17, 400, 15.323376413587196
17, 450, 15.504985164284331
17, 500, 16.78138964032346
18, 1, 0.9023043212942005
18, 2, 1.6019623185059548
18, 3, 2.4218220735435847
18, 4, 2.8080476773732004
18, 5, 3.1184686974567444
18, 6, 3.543389019179457
18, 7, 3.827189747924598
18, 8, 4.535988501857827
18, 9, 5.576475829777764
18, 10, 4.830181307160881
18, 11, 6.524477560552144
18, 12, 5.898400788910668
18, 13, 7.435509677253485
18, 14, 7.939688707623881
18, 15, 7.5501175508031935
18, 16, 8.32141767053389
18, 17, 8.017854738532915
18, 18, 8.582723049405818
18, 19, 8.027452998512212
18, 20, 9.543532503760405
18, 30, 12.24640030778542
18, 40, 9.230287889569306
18, 50, 12.87138667790999
18, 60, 10.749226747847048
18, 70, 14.04240603876768
18, 80, 12.727336393681192
18, 90, 11.47927131562238
18, 100, 13.517867713001262
18, 150, 14.245249309967763
18, 200, 14.097452249271038
18, 250, 16.270698865281574
18, 300, 12.707112996418731
18, 350, 15.018932552184076
18, 400, 12.9117964961971
18, 450, 14.18367921887347
18, 500, 13.535641969453378
19, 1, 1.0022247281070757
19, 2, 1.5362433404684694
19, 3, 2.372976631301429
19, 4, 2.7009458238272677
19, 5, 3.173638422590559
19, 6, 3.8833576401127843
19, 7, 3.9463231826717236
19, 8, 4.7904368431951685
19, 9, 5.313407593120864
19, 10, 5.399460839374692
19, 11, 6.5913495905476065
19, 12, 5.523783112345734
19, 13, 7.660504234462398
19, 14, 6.480173471529533
19, 15, 7.24070615815171
19, 16, 7.722190911702207
19, 17, 8.848137470807051
19, 18, 10.84780206625183
19, 19, 8.482719612700032
19, 20, 8.310665018119055
19, 30, 11.894776555398815
19, 40, 10.476343196341075
19, 50, 11.787092043309045
19, 60, 11.623479164218919
19, 70, 16.237459137020103
19, 80, 13.604252928512691
19, 90, 13.101279355115876
19, 100, 13.556418742667086
19, 150, 14.67119561854285
19, 200, 14.060353231645122
19, 250, 14.950021544696941
19, 300, 14.338298586028339
19, 350, 14.332634972786886
19, 400, 17.488575199436614
19, 450, 15.733740876646303
19, 500, 15.418784475703982
20, 1, 0.9669841087626673
20, 2, 1.5370184046512463
20, 3, 2.1363097039245518
20, 4, 2.4092082005236186
20, 5, 3.145628683357246
20, 6, 3.621060178721387
20, 7, 3.999519437086095
20, 8, 4.834306550078066
20, 9, 5.216103072648154
20, 10, 4.853901702593738
20, 11, 5.983562708868053
20, 12, 7.0161550047782635
20, 13, 6.750228265532972
20, 14, 8.791431182824214
20, 15, 7.280842096735753
20, 16, 7.665183738769162
20, 17, 8.657391491792866
20, 18, 7.933801553287002
20, 19, 9.86908499531876
20, 20, 8.570795733505502
20, 30, 12.456709785176232
20, 40, 9.240395677272089
20, 50, 12.641232497989668
20, 60, 12.883921487999901
20, 70, 14.292577489362952
20, 80, 13.888189421347576
20, 90, 17.829262609397453
20, 100, 15.041291049220591
20, 150, 15.506702888756292
20, 200, 15.323102632887235
20, 250, 15.169939510527506
20, 300, 15.788394528041545
20, 350, 16.019125395257014
20, 400, 13.9914676571235
20, 450, 15.217919162036297
20, 500, 15.592086229799051
